Total_Assault_2014,Total_Assault_2015,Total_Assault_2016,Total_Assault_2017,Total_Assault_2018,Total_Assault_2019,Total_Assault_2020,Total_Assault_2021,Total_Assault_2022,Total_Assault_2023
5132.0432733,5692.7985221,5489.560363099999,6307.6791378,5618.143127,5536.0897827,4342.050171,4864.3002313,5066.3000487,5842.4556267
